State/ UT,Sl. No.,District/ Area,Year,Rape,Attempt to commit Rape,Kidnapping & Abduction_Total,Dowry Deaths,Assault on Women with intent to outrage her Modesty_Total,Insult to the Modesty of Women_Total,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Abetment of Suicides of Women,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986",Protection of Children from Sexual Offences Act,"Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,Total Crimes against Women
Andhra Pradesh,1,Anantapur,2015.0,32.0,15.0,57.0,12.0,325.0,8.0,276.0,0.0,62.0,157.0,0.0,0.0,0.0,8.0,952.0
Andhra Pradesh,2,Chittoor,2015.0,31.0,0.0,20.0,10.0,94.0,1.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0
Andhra Pradesh,3,Cuddapah,2015.0,34.0,7.0,17.0,6.0,211.0,82.0,317.0,0.0,3.0,11.0,0.0,0.0,0.0,2.0,690.0
Andhra Pradesh,4,East Godavari,2015.0,104.0,19.0,25.0,13.0,574.0,150.0,522.0,0.0,0.0,3.0,9.0,0.0,0.0,19.0,1438.0
Andhra Pradesh,5,Guntakal Railway,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andhra Pradesh,6,Guntur,2015.0,67.0,27.0,42.0,13.0,298.0,338.0,483.0,0.0,49.0,0.0,0.0,0.0,0.0,8.0,1325.0
Andhra Pradesh,7,Guntur Urban,2015.0,34.0,5.0,68.0,11.0,159.0,217.0,333.0,0.0,22.0,0.0,1.0,0.0,0.0,24.0,874.0
Andhra Pradesh,8,Krishna,2015.0,77.0,28.0,19.0,17.0,422.0,200.0,575.0,0.0,43.0,0.0,0.0,0.0,0.0,6.0,1387.0
Andhra Pradesh,9,Kurnool,2015.0,40.0,7.0,34.0,19.0,479.0,557.0,400.0,0.0,53.0,130.0,0.0,0.0,0.0,0.0,1719.0
Andhra Pradesh,10,Nellore,2015.0,69.0,18.0,64.0,5.0,314.0,132.0,422.0,0.0,34.0,0.0,0.0,0.0,0.0,5.0,1063.0
Andhra Pradesh,11,Prakasham,2015.0,67.0,11.0,44.0,10.0,276.0,12.0,427.0,0.0,38.0,1.0,2.0,0.0,0.0,18.0,906.0
Andhra Pradesh,12,Rajahmundry,2015.0,29.0,2.0,16.0,1.0,120.0,56.0,207.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,435.0
Andhra Pradesh,13,Srikakulam,2015.0,47.0,5.0,28.0,6.0,119.0,21.0,214.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,460.0
Andhra Pradesh,14,Tirupathi Urban,2015.0,20.0,3.0,16.0,7.0,40.0,22.0,106.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,228.0
Andhra Pradesh,15,Vijayawada City,2015.0,53.0,2.0,26.0,11.0,196.0,123.0,181.0,0.0,24.0,0.0,0.0,0.0,0.0,25.0,641.0
Andhra Pradesh,16,Vijayawada Railway,2015.0,2.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0
Andhra Pradesh,17,Visakha Rural,2015.0,39.0,0.0,23.0,3.0,107.0,43.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0
Andhra Pradesh,18,Visakhapatnam,2015.0,87.0,2.0,126.0,7.0,257.0,9.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,902.0
Andhra Pradesh,19,Vizianagaram,2015.0,34.0,0.0,11.0,5.0,191.0,91.0,282.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,625.0
Andhra Pradesh,20,West Godavari,2015.0,160.0,55.0,48.0,17.0,427.0,130.0,663.0,0.0,23.0,0.0,0.0,0.0,0.0,31.0,1554.0
Arunachal Pradesh,1,Anjaw,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2,Changlang,2015.0,5.0,0.0,7.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Arunachal Pradesh,3,Crime Branch,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arunachal Pradesh,4,Dibang Valley,2015.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arunachal Pradesh,5,Kameng East,2015.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Arunachal Pradesh,6,Kameng West,2015.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Arunachal Pradesh,7,Kurung Kumey,2015.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Arunachal Pradesh,8,Lohit,2015.0,6.0,0.0,21.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
Arunachal Pradesh,9,Longding,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,10,Lower Dibang Valley,2015.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Arunachal Pradesh,11,Papum Pare City,2015.0,17.0,0.0,62.0,0.0,25.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.0
Arunachal Pradesh,12,Papum Pare Rural,2015.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Arunachal Pradesh,13,Siang East,2015.0,10.0,5.0,9.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
Arunachal Pradesh,14,Siang Upper,2015.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Arunachal Pradesh,15,Siang West,2015.0,12.0,0.0,6.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0
Arunachal Pradesh,16,Subansiri Lower,2015.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Arunachal Pradesh,17,Subansiri Upper,2015.0,1.0,3.0,1.0,0.0,11.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0
Arunachal Pradesh,18,Tawang,2015.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Arunachal Pradesh,19,Tirap,2015.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Arunachal Pradesh,20,Siang,2015.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Assam,1,B. I. E. O.,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2,Barpeta,2015.0,124.0,176.0,373.0,22.0,461.0,20.0,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2682.0
Assam,3,Baksa,2015.0,46.0,12.0,128.0,4.0,96.0,4.0,78.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,374.0
Assam,4,Bongaigaon,2015.0,37.0,0.0,131.0,14.0,15.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0
Assam,5,C. I. D.,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Assam,6,Cachar,2015.0,59.0,9.0,234.0,8.0,70.0,0.0,597.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,986.0
Assam,7,Chirang,2015.0,18.0,0.0,44.0,3.0,27.0,4.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0
Assam,8,Darrang,2015.0,77.0,13.0,198.0,10.0,502.0,0.0,432.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1237.0
Assam,9,Dhemaji,2015.0,34.0,13.0,44.0,6.0,94.0,3.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,337.0
Assam,10,Dhubri,2015.0,158.0,67.0,399.0,19.0,434.0,1.0,911.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,2021.0
Assam,11,Dibrugarh,2015.0,29.0,0.0,184.0,3.0,84.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0
Assam,12,G. R. P.,2015.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Assam,13,Goalpara,2015.0,84.0,18.0,62.0,3.0,238.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.0
Assam,14,Golaghat,2015.0,56.0,11.0,167.0,5.0,120.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,652.0
Assam,15,Guwahati City,2015.0,80.0,9.0,651.0,12.0,239.0,59.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1739.0
Assam,16,Hailakandi,2015.0,90.0,0.0,89.0,4.0,203.0,3.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0
Assam,17,Hamren,2015.0,10.0,0.0,16.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
Assam,18,Jorhat,2015.0,53.0,10.0,176.0,5.0,161.0,13.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,711.0
Assam,19,Kamrup,2015.0,82.0,6.0,207.0,12.0,139.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0
Assam,20,Karbi Anglong,2015.0,37.0,7.0,68.0,2.0,20.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0
Assam,21,Karimganj,2015.0,65.0,0.0,136.0,13.0,246.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0
Assam,22,Kokrajhar,2015.0,32.0,0.0,98.0,2.0,122.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0
Assam,23,Lakhimpur,2015.0,69.0,23.0,182.0,10.0,74.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0
Assam,24,Morigaon,2015.0,86.0,7.0,182.0,2.0,146.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0
Assam,25,Dima Hasao,2015.0,5.0,1.0,16.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0
Assam,26,Nagaon,2015.0,95.0,45.0,328.0,19.0,105.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1486.0
Assam,27,Nalbari,2015.0,36.0,0.0,102.0,3.0,43.0,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0
Assam,28,R. P. O.,2015.0,8.0,0.0,3.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Assam,29,S. T. F.,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,30,Sibsagar,2015.0,35.0,6.0,290.0,2.0,249.0,0.0,331.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,919.0
Assam,31,Sonitpur,2015.0,43.0,25.0,136.0,10.0,28.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,746.0
Assam,32,Tinsukia,2015.0,27.0,14.0,14.0,2.0,42.0,0.0,185.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,333.0
Assam,33,Udalguri,2015.0,22.0,0.0,63.0,4.0,30.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0
Assam,34,Sadia,2015.0,10.0,0.0,6.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Assam,35,Majuli,2015.0,5.0,0.0,6.0,0.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Assam,36,Biswanath,2015.0,34.0,0.0,106.0,3.0,28.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,388.0
Assam,37,Hojai,2015.0,44.0,15.0,138.0,7.0,117.0,3.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0
Assam,38,South Salmara,2015.0,43.0,12.0,58.0,7.0,130.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,454.0
Bihar,1,Araria,2015.0,50.0,4.0,81.0,23.0,0.0,0.0,60.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,230.0
Bihar,2,Arwal,2015.0,10.0,3.0,28.0,15.0,10.0,1.0,38.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,123.0
Bihar,3,Aurangabad,2015.0,21.0,6.0,46.0,45.0,1.0,0.0,95.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,271.0
Bihar,4,Bagaha,2015.0,12.0,5.0,68.0,13.0,5.0,0.0,40.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,165.0
Bihar,5,Banka,2015.0,11.0,23.0,76.0,16.0,0.0,0.0,63.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,234.0
Bihar,6,Begusarai,2015.0,24.0,34.0,134.0,30.0,0.0,0.0,71.0,0.0,0.0,41.0,0.0,0.0,0.0,3.0,337.0
Bihar,7,Bettiah,2015.0,37.0,44.0,155.0,17.0,0.0,0.0,52.0,0.0,0.0,115.0,0.0,0.0,0.0,1.0,421.0
Bihar,8,Bhabhua,2015.0,20.0,3.0,64.0,20.0,0.0,0.0,70.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,210.0
Bihar,9,Bhagalpur,2015.0,33.0,7.0,185.0,23.0,30.0,0.0,117.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,397.0
Bihar,10,Bhojpur,2015.0,12.0,18.0,89.0,43.0,6.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,293.0
Bihar,11,Buxar,2015.0,14.0,0.0,63.0,26.0,6.0,0.0,82.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,214.0
Bihar,12,Darbhanga,2015.0,35.0,19.0,217.0,26.0,0.0,8.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,507.0
Bihar,13,Gaya,2015.0,26.0,3.0,196.0,54.0,0.0,0.0,147.0,0.0,0.0,123.0,0.0,0.0,161.0,2.0,712.0
Bihar,14,Gopalganj,2015.0,13.0,11.0,135.0,34.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0
Bihar,15,Jamalpur Railway,2015.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Bihar,16,Jamui,2015.0,10.0,13.0,40.0,10.0,28.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
Bihar,17,Jehanabad,2015.0,15.0,8.0,54.0,23.0,1.0,0.0,34.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,166.0
Bihar,18,Katihar,2015.0,66.0,22.0,147.0,10.0,0.0,0.0,76.0,0.0,0.0,71.0,0.0,0.0,0.0,1.0,393.0
Bihar,19,Katihar Railway,2015.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bihar,20,Khagaria,2015.0,18.0,13.0,80.0,16.0,2.0,0.0,74.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,227.0
Bihar,21,Kishanganj,2015.0,59.0,3.0,89.0,11.0,8.0,0.0,73.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,260.0
Bihar,22,Lakhisarai,2015.0,10.0,19.0,38.0,7.0,0.0,0.0,18.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,153.0
Bihar,23,Madhepura,2015.0,20.0,3.0,79.0,12.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0
Bihar,24,Madhubani,2015.0,47.0,0.0,202.0,31.0,1.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0
Bihar,25,Motihari,2015.0,23.0,0.0,251.0,79.0,1.0,0.0,154.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,568.0
Bihar,26,Munger,2015.0,8.0,3.0,43.0,7.0,6.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0
Bihar,27,Muzaffarpur,2015.0,37.0,52.0,208.0,53.0,5.0,0.0,244.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,789.0
Bihar,28,Muzaffarpur Railway,2015.0,4.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Bihar,29,Nalanda,2015.0,29.0,0.0,193.0,54.0,2.0,0.0,195.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,544.0
Bihar,30,Naugachia,2015.0,5.0,1.0,32.0,7.0,19.0,4.0,13.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,109.0
Bihar,31,Nawadah,2015.0,27.0,1.0,106.0,29.0,0.0,0.0,37.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,263.0
Bihar,32,Patna,2015.0,82.0,29.0,644.0,104.0,11.0,83.0,474.0,0.0,0.0,231.0,0.0,0.0,0.0,5.0,1663.0
Bihar,33,Patna Railway,2015.0,1.0,0.0,5.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Bihar,34,Purnea,2015.0,44.0,0.0,111.0,16.0,0.0,0.0,54.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,269.0
Bihar,35,Rohtas,2015.0,29.0,10.0,108.0,41.0,3.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0
Bihar,36,Saharsa,2015.0,19.0,0.0,86.0,3.0,0.0,0.0,49.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,174.0
Bihar,37,Samastipur,2015.0,34.0,0.0,183.0,34.0,0.0,0.0,102.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,405.0
Bihar,38,Saran,2015.0,29.0,10.0,222.0,73.0,1.0,0.0,58.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,521.0
Bihar,39,Sheikhpura,2015.0,1.0,8.0,24.0,13.0,17.0,0.0,28.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,113.0
Bihar,40,Sheohar,2015.0,5.0,0.0,25.0,4.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
Bihar,41,Sitamarhi,2015.0,22.0,12.0,180.0,14.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0
Bihar,42,Siwan,2015.0,21.0,0.0,136.0,41.0,0.0,0.0,38.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,346.0
Bihar,43,Supaul,2015.0,22.0,15.0,99.0,14.0,2.0,0.0,72.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,258.0
Bihar,44,Vaishali,2015.0,36.0,0.0,229.0,62.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,468.0
Bihar,45,Economic Offences Unit,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,46,Anti Terrorist Squad,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,1,Balod,2015.0,37.0,2.0,32.0,4.0,50.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,141.0
Chhattisgarh,2,Balodbazar,2015.0,60.0,0.0,83.0,4.0,90.0,1.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,266.0
Chhattisgarh,3,Balrampur,2015.0,98.0,0.0,14.0,3.0,65.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
Chhattisgarh,4,Bemetra,2015.0,24.0,0.0,29.0,3.0,44.0,2.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,117.0
Chhattisgarh,5,Bilaspur,2015.0,93.0,0.0,144.0,6.0,204.0,1.0,47.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,515.0
Chhattisgarh,6,Bizapur,2015.0,9.0,0.0,12.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Chhattisgarh,7,Dantewara,2015.0,9.0,0.0,8.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0
Chhattisgarh,8,Dhamtari,2015.0,35.0,0.0,13.0,0.0,39.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,98.0
Chhattisgarh,9,Durg,2015.0,112.0,7.0,125.0,1.0,226.0,8.0,84.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,585.0
Chhattisgarh,10,Gariyaband,2015.0,46.0,2.0,17.0,0.0,25.0,1.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,109.0
Chhattisgarh,11,G. R. P. Raipur,2015.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Chhattisgarh,12,Jagdalpur,2015.0,58.0,0.0,50.0,2.0,28.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,154.0
Chhattisgarh,13,Janjgir,2015.0,54.0,3.0,79.0,20.0,112.0,6.0,42.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,327.0
Chhattisgarh,14,Jashpur,2015.0,98.0,0.0,57.0,0.0,44.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,204.0
Chhattisgarh,15,Kabirdham,2015.0,29.0,0.0,35.0,1.0,72.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0
Chhattisgarh,16,Kanker,2015.0,56.0,0.0,31.0,2.0,36.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0
Chhattisgarh,17,Kondagaon,2015.0,29.0,0.0,21.0,0.0,24.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
Chhattisgarh,18,Korba,2015.0,67.0,1.0,51.0,7.0,64.0,3.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,232.0
Chhattisgarh,19,Koriya,2015.0,68.0,0.0,41.0,1.0,75.0,2.0,34.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,232.0
Chhattisgarh,20,Mahasamund,2015.0,43.0,1.0,48.0,2.0,76.0,5.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,192.0
Chhattisgarh,21,Mungali,2015.0,19.0,0.0,38.0,1.0,42.0,1.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,122.0
Chhattisgarh,22,Narayanpur,2015.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0
Chhattisgarh,23,Raigarh,2015.0,122.0,0.0,75.0,16.0,98.0,6.0,48.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,367.0
Chhattisgarh,24,Raipur,2015.0,198.0,3.0,205.0,8.0,205.0,7.0,70.0,0.0,21.0,5.0,0.0,0.0,2.0,0.0,724.0
Chhattisgarh,25,Rajnandgaon,2015.0,49.0,0.0,73.0,4.0,87.0,1.0,28.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,248.0
Chhattisgarh,26,Sarguja,2015.0,82.0,0.0,14.0,0.0,76.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,180.0
Chhattisgarh,27,Sukma,2015.0,5.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Chhattisgarh,28,Surajpur,2015.0,55.0,0.0,45.0,3.0,58.0,1.0,40.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,210.0
Goa,1,North Goa,2015.0,49.0,0.0,43.0,0.0,86.0,9.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,197.0
Goa,2,South Goa,2015.0,34.0,0.0,27.0,0.0,57.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
Goa,3,C. I. D.,2015.0,3.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Gujarat,1,Ahmedabad City,2015.0,59.0,0.0,243.0,1.0,152.0,2.0,595.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,1066.0
Gujarat,2,Ahmedabad Rural,2015.0,10.0,0.0,6.0,2.0,21.0,0.0,73.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,117.0
Gujarat,3,Amreli,2015.0,8.0,0.0,48.0,0.0,17.0,2.0,131.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,221.0
Gujarat,4,Anand,2015.0,22.0,1.0,96.0,0.0,41.0,3.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,265.0
Gujarat,5,Arvalli,2015.0,13.0,0.0,15.0,0.0,18.0,0.0,50.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,112.0
Gujarat,6,Banaskantha,2015.0,37.0,0.0,89.0,1.0,54.0,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0
Gujarat,7,Bharuch,2015.0,12.0,0.0,24.0,0.0,41.0,0.0,93.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,172.0
Gujarat,8,Bhavnagar,2015.0,8.0,0.0,27.0,1.0,34.0,4.0,104.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,194.0
Gujarat,9,Botad,2015.0,1.0,0.0,25.0,1.0,18.0,0.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,72.0
Gujarat,10,Chhotaudepur,2015.0,12.0,0.0,6.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
Gujarat,11,C. I. D. Crime,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,12,Dahod,2015.0,23.0,0.0,53.0,0.0,38.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0
Gujarat,13,Dang,2015.0,2.0,0.0,0.0,0.0,6.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0
Gujarat,14,Devbhumi Dwarka,2015.0,5.0,0.0,11.0,0.0,3.0,1.0,42.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,74.0
Gujarat,15,Gandhinagar,2015.0,7.0,1.0,22.0,0.0,26.0,16.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,197.0
